"species","countries"
"Procavia_capensis","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, DJI, DZA, EGY, ERI, ETH, GHA, GIN, GMB, GNB, ISR, JOR, KEN, LBN, LBR, LBY, LSO, MLI, MOZ, MRT, MWI, NAM, NER, NGA, OMN, PSE, RWA, SAU, SDN, SEN, SLE, SOM, SSD, SWZ, SYR, TCD, TGO, TZA, UGA, YEM, ZAF, ZMB, ZWE"
"Brachylagus_idahoensis","USA"
"Bunolagus_monticularis","ZAF"
"Caprolagus_hispidus","BGD, BTN, IND, NPL, Z07"
"Lepus_alleni","MEX, USA"
"Lepus_americanus","CAN, USA"
"Lepus_arcticus","CAN, GRL"
"Lepus_brachyurus","JPN"
"Lepus_californicus","MEX, USA"
"Lepus_callotis","MEX, USA"
"Lepus_capensis","AFG, ARE, BFA, BHR, BWA, CYP, DZA, EGY, ERI, ESH, ESP, ETH, IND, IRN, IRQ, ISR, JOR, KEN, KWT, LBN, LBY, LSO, MAR, MLI, MOZ, MRT, NAM, NER, OMN, PAK, PSE, QAT, SAU, SDN, SEN, SSD, SWZ, SYR, TCD, TKM, TUN, TZA, UGA, XAD, YEM, Z01, Z06, ZAF, ZNC, ZWE"
"Lepus_castroviejoi","ESP"
"Lepus_comus","CHN, MMR, VNM"
"Lepus_coreanus","CHN, KOR, PRK, RUS"
"Lepus_corsicanus","ITA, VAT"
"Lepus_europaeus","ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, GEO, GRC, HRV, HUN, IRN, IRQ, ITA, KAZ, LIE, LTU, LUX, LVA, MCO, MDA, MKD, MNE, NLD, POL, ROU, RUS, SMR, SRB, SVK, SVN, SYR, TUR, UKR, UZB, VAT, XCA, XKO"
"Lepus_fagani","ETH"
"Lepus_flavigularis","MEX"
"Lepus_granatensis","ESP, FRA, GIB, PRT"
"Lepus_habessinicus","DJI, ERI, ETH, KEN, SDN, SOM"
"Lepus_hainanus","CHN"
"Lepus_insularis","MEX"
"Lepus_mandshuricus","CHN, PRK, RUS"
"Lepus_nigricollis","AFG, BGD, IND, LKA, MMR, NPL, PAK, Z01, Z06"
"Lepus_oiostolus","CHN, IND, NPL, Z01, Z02, Z03, Z04, Z08, Z09"
"Lepus_othus","USA"
"Lepus_peguensis","CHN, IND, KHM, LAO, MMR, THA, VNM"
"Lepus_saxatilis","NAM, ZAF"
"Lepus_sinensis","CHN, TWN, VNM"
"Lepus_starcki","ETH"
"Lepus_tibetanus","AFG, CHN, KAZ, KGZ, MNG, PAK, TJK, UZB, Z01, Z02, Z06"
"Lepus_timidus","AUT, BLR, CHE, CHN, DEU, EST, FIN, FRA, GBR, HRV, IRL, ITA, JPN, KAZ, LIE, LTU, LVA, MCO, MNG, NOR, POL, RUS, SVN, SWE, UKR"
"Lepus_tolai","AFG, CHN, IRN, KAZ, KGZ, MNG, RUS, TJK, TKM, UZB, XCA"
"Lepus_townsendii","CAN, USA"
"Lepus_victoriae","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, DZA, ESH, ETH, GHA, GIN, GMB, GNB, KEN, LSO, MLI, MOZ, MRT, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Lepus_yarkandensis","CHN, Z03"
"Nesolagus_netscheri","IDN"
"Nesolagus_timminsi","LAO, VNM"
"Ochotona_alpina","CHN, KAZ, MNG, RUS"
"Ochotona_argentata","CHN"
"Ochotona_cansus","CHN"
"Ochotona_collaris","CAN, USA"
"Ochotona_coreana","CHN, PRK"
"Ochotona_curzoniae","BTN, CHN, IND, MMR, NPL, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Ochotona_dauurica","CHN, MNG, RUS"
"Ochotona_erythrotis","CHN"
"Ochotona_forresti","CHN, MMR, Z07"
"Ochotona_gloveri","CHN"
"Ochotona_hoffmanni","MNG, RUS"
"Ochotona_hyperborea","CHN, JPN, MNG, RUS"
"Ochotona_iliensis","CHN"
"Ochotona_koslowi","CHN"
"Ochotona_ladacensis","CHN, IND, Z01, Z02, Z03, Z06, Z08"
"Ochotona_macrotis","AFG, BTN, CHN, IND, KAZ, KGZ, MMR, NPL, PAK, TJK, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Ochotona_mantchurica","CHN, MNG, RUS"
"Ochotona_nubrica","BTN, CHN, IND, NPL, Z01, Z03, Z04, Z05, Z07, Z08, Z09"
"Ochotona_opaca","KAZ"
"Ochotona_pallasii","CHN, KAZ, MNG, RUS"
"Ochotona_princeps","CAN, USA"
"Ochotona_pusilla","CHN, KAZ, RUS"
"Ochotona_roylei","AFG, BTN, CHN, IND, NPL, PAK, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Ochotona_rufescens","AFG, IRN, PAK, TKM"
"Ochotona_rutila","AFG, CHN, KAZ, KGZ, TJK, UZB"
"Ochotona_syrinx","CHN"
"Ochotona_thibetana","BTN, CHN, IND, MMR"
"Ochotona_thomasi","CHN"
"Ochotona_turuchanensis","RUS"
"Oryctolagus_cuniculus","AND, ESP, FRA, GIB, PRT"
"Pentalagus_furnessi","JPN"
"Poelagus_marjorita","COD, SSD, UGA"
"Pronolagus_crassicaudatus","LSO, MOZ, SWZ, ZAF"
"Pronolagus_randensis","AGO, BWA, MOZ, NAM, ZAF, ZWE"
"Pronolagus_rupestris","KEN, MWI, TZA, ZAF, ZMB"
"Pronolagus_saundersiae","LSO, ZAF"
"Romerolagus_diazi","MEX"
"Sylvilagus_aquaticus","USA"
"Sylvilagus_audubonii","MEX, USA"
"Sylvilagus_bachmani","MEX, USA"
"Sylvilagus_brasiliensis","BRA"
"Sylvilagus_cognatus","USA"
"Sylvilagus_cunicularius","MEX"
"Sylvilagus_dicei","CRI"
"Sylvilagus_floridanus","CAN, COL, CRI, GTM, HND, MEX, NIC, SLV, USA, VEN"
"Sylvilagus_gabbi","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN"
"Sylvilagus_graysoni","MEX"
"Sylvilagus_mansuetus","MEX"
"Sylvilagus_nuttallii","CAN, USA"
"Sylvilagus_obscurus","USA"
"Sylvilagus_palustris","USA"
"Sylvilagus_robustus","MEX, USA"
"Sylvilagus_tapetillus","BRA"
"Sylvilagus_transitionalis","USA"
"Sylvilagus_varynaensis","VEN"
"Elephantulus_brachyrhynchus","AGO, BWA, COD, KEN, MOZ, MWI, NAM, TZA, UGA, ZAF, ZMB, ZWE"
"Elephantulus_edwardii","NAM, ZAF"
"Elephantulus_fuscipes","COD, SSD, UGA"
"Elephantulus_fuscus","MOZ, MWI, ZMB, ZWE"
"Elephantulus_intufi","AGO, BWA, NAM, ZAF"
"Elephantulus_myurus","BWA, MOZ, ZAF, ZWE"
"Elephantulus_pilicaudus","ZAF"
"Elephantulus_revoilii","SOM"
"Elephantulus_rozeti","DZA, ESH, ESP, LBY, MAR, MRT, TUN"
"Elephantulus_rufescens","ETH, KEN, SOM, SSD, TZA, UGA"
"Elephantulus_rupestris","NAM, ZAF"
"Macroscelides_flavicaudatus","NAM"
"Macroscelides_micus","NAM"
"Macroscelides_proboscideus","BWA, NAM, ZAF"
"Petrodromus_tetradactylus","AGO, BDI, BWA, COD, COG, KEN, MOZ, MWI, NAM, RWA, SWZ, TZA, ZAF, ZMB, ZWE"
"Rhynchocyon_chrysopygus","KEN"
"Rhynchocyon_cirnei","COD, MOZ, MWI, TZA, UGA, ZMB"
"Rhynchocyon_petersi","KEN, TZA"
"Rhynchocyon_udzungwensis","TZA"
"Dromiciops_gliroides","ARG, CHL"
"Ornithorhynchus_anatinus","AUS"
"Tachyglossus_aculeatus","AUS, IDN, PNG"
"Zaglossus_attenboroughi","IDN"
"Zaglossus_bartoni","IDN, PNG"
"Zaglossus_bruijnii","IDN"
"Notoryctes_caurinus","AUS"
"Notoryctes_typhlops","AUS"
"Caenolestes_caniventer","ECU, PER"
"Caenolestes_condorensis","ECU, PER"
"Caenolestes_convelatus","COL, ECU"
"Caenolestes_fuliginosus","COL, ECU, VEN"
"Caenolestes_sangay","ECU"
"Lestoros_inca","BOL, PER"
"Rhyncholestes_raphanurus","ARG, CHL"
"Echymipera_clara","IDN, PNG"
"Echymipera_echinista","PNG"
"Echymipera_kalubu","AUS, IDN, PNG"
"Echymipera_rufescens","AUS, IDN, PNG"
"Isoodon_auratus","AUS"
"Isoodon_macrourus","AUS, IDN, PNG"
"Isoodon_obesulus","AUS"
"Macrotis_lagotis","AUS"
"Microperoryctes_aplini","IDN"
"Microperoryctes_longicauda","IDN, PNG"
"Microperoryctes_murina","IDN"
"Microperoryctes_papuensis","PNG"
"Perameles_bougainville","AUS"
"Perameles_gunnii","AUS"
"Perameles_nasuta","AUS"
"Peroryctes_broadbenti","PNG"
"Peroryctes_raffrayana","IDN, PNG"
"Rhynchomeles_prattorum","IDN"
"Ceratotherium_simum","AGO, BWA, COD, ETH, KEN, LSO, MOZ, MWI, NAM, RWA, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Dicerorhinus_sumatrensis","IDN, MYS"
"Diceros_bicornis","AGO, BDI, BWA, COD, ETH, KEN, LSO, MOZ, MWI, NAM, RWA, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Equus_africanus","DJI, ERI, ETH"
"Equus_ferus","CHN, MNG"
"Equus_grevyi","ETH, KEN"
"Equus_hemionus","CHN, IND, IRN, ISR, KAZ, MNG, TKM, UZB"
"Equus_kiang","AFG, BTN, CHN, IND, NPL, TJK, Z01, Z02, Z03, Z04, Z05, Z06, Z08"
"Equus_quagga","AGO, BWA, COD, ETH, KEN, LSO, MOZ, MWI, NAM, RWA, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Equus_zebra","AGO, NAM, ZAF"
"Rhinoceros_sondaicus","IDN, VNM"
"Rhinoceros_unicornis","BGD, BTN, CHN, IND, NPL, Z07"
"Tapirus_bairdii","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN"
"Tapirus_indicus","IDN, MMR, MYS, THA"
"Tapirus_pinchaque","COL, ECU, PER"
"Tapirus_terrestris","ARG, BOL, BRA, COL, ECU, GUF, GUY, PER, PRY, SUR, VEN"
"Manis_crassicaudata","BGD, BTN, IND, LKA, NPL, PAK, Z01, Z06"
"Manis_culionensis","PHL"
"Manis_javanica","BRN, CHN, IDN, KHM, LAO, MMR, MYS, SGP, THA, VNM"
"Manis_pentadactyla","BGD, BTN, CHN, IND, LAO, MMR, NPL, THA, TWN, VNM, Z07"
"Phataginus_tetradactyla","AGO, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, LBR, NGA, SLE, UGA"
"Phataginus_tricuspis","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, KEN, LBR, MLI, NGA, RWA, SLE, SSD, TCD, TGO, TZA, UGA, ZMB"
"Smutsia_gigantea","AGO, BDI, BFA, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, NGA, RWA, SEN, SLE, SSD, TZA, UGA"
"Smutsia_temminckii","AGO, BDI, BWA, CAF, COD, ETH, KEN, MOZ, MWI, NAM, RWA, SDN, SSD, SWZ, TCD, TZA, UGA, ZAF, ZMB, ZWE"
"Bradypus_pygmaeus","PAN"
"Bradypus_torquatus","BRA"
"Bradypus_tridactylus","BRA, GUF, GUY, SUR, VEN"
"Bradypus_variegatus","BOL, BRA, COL, CRI, ECU, HND, NIC, PAN, PER, VEN"
"Choloepus_didactylus","BRA, COL, ECU, GUF, GUY, PER, SUR, VEN"
"Choloepus_hoffmanni","BOL, BRA, COL, CRI, ECU, HND, NIC, PAN, PER, VEN"
"Cyclopes_didactylus","BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SUR, TTO, VEN"
"Myrmecophaga_tridactyla","ARG, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, NIC, PAN, PER, PRY, SLV, SUR, VEN"
"Tamandua_mexicana","BLZ, COL, CRI, ECU, GTM, HND, MEX, NIC, PAN, PER, SLV, VEN"
"Tamandua_tetradactyla","ARG, BOL, BRA, COL, ECU, GUF, GUY, PER, PRY, SUR, TTO, URY, VEN"
"Allenopithecus_nigroviridis","CAF, CMR, COD, COG"
"Allocebus_trichotis","MDG"
"Allochrocebus_lhoesti","BDI, COD, RWA, UGA"
"Allochrocebus_preussi","CMR, GNQ, NGA"
"Allochrocebus_solatus","COG, GAB"
"Alouatta_arctoidea","COL, VEN"
"Alouatta_belzebul","BRA"
"Alouatta_caraya","ARG, BOL, BRA, PRY, URY"
"Alouatta_discolor","BRA"
"Alouatta_guariba","ARG, BRA, PRY"
"Alouatta_juara","BRA, COL, ECU, PER, VEN"
"Alouatta_macconnelli","BRA, COL, GUF, GUY, SUR, TTO, VEN"
"Alouatta_nigerrima","BRA"
"Alouatta_palliata","COL, CRI, ECU, GTM, HND, MEX, NIC, PAN, PER, SLV"
"Alouatta_pigra","BLZ, GTM, HND, MEX"
"Alouatta_puruensis","BOL, BRA, PER"
"Alouatta_sara","BOL, BRA, PER"
"Alouatta_seniculus","BOL, BRA, COL, ECU, PER, VEN"
"Alouatta_ululata","BRA"
"Aotus_azarae","ARG, BOL, BRA, PER, PRY"
"Aotus_brumbacki","COL, VEN"
"Aotus_griseimembra","COL, VEN"
"Aotus_jorgehernandezi","COL"
"Aotus_lemurinus","COL, ECU, VEN"
"Aotus_miconax","PER"
"Aotus_nancymaae","BRA, COL, ECU, PER"
"Aotus_nigriceps","BOL, BRA, PER"
"Aotus_trivirgatus","BRA, COL, GUY, VEN"
"Aotus_vociferans","BRA, COL, ECU, PER"
"Aotus_zonalis","COL, PAN"
"Arctocebus_aureus","CAF, CMR, COD, COG, GAB, GNQ"
"Arctocebus_calabarensis","CMR, NGA"
"Ateles_belzebuth","BRA, COL, ECU, PER, VEN"
"Ateles_chamek","BOL, BRA, COL, PER"
"Ateles_fusciceps","COL, ECU, PAN"
"Ateles_geoffroyi","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN, SLV"
"Ateles_hybridus","COL, VEN"
"Ateles_marginatus","BRA"
"Ateles_paniscus","BRA, GUF, GUY, SUR"
"Avahi_betsileo","MDG"
"Avahi_cleesei","MDG"
"Avahi_laniger","MDG"
"Avahi_meridionalis","MDG"
"Avahi_mooreorum","MDG"
"Avahi_occidentalis","MDG"
"Avahi_peyrierasi","MDG"
"Avahi_ramanantsoavanai","MDG"
"Avahi_unicolor","MDG"
"Brachyteles_arachnoides","BRA"
"Brachyteles_hypoxanthus","BRA"
"Cacajao_ayresi","BRA"
"Cacajao_calvus","BRA, COL, PER"
"Cacajao_hosomi","BRA, COL, VEN"
"Cacajao_melanocephalus","BRA, COL, VEN"
"Callibella_humilis","BRA"
"Callicebus_barbarabrownae","BRA"
"Callicebus_coimbrai","BRA"
"Callicebus_melanochir","BRA"
"Callicebus_nigrifrons","BRA"
"Callicebus_personatus","BRA"
"Callimico_goeldii","BOL, BRA, COL, ECU, PER"
"Callithrix_aurita","BRA"
"Callithrix_flaviceps","BRA"
"Callithrix_geoffroyi","BRA"
"Callithrix_jacchus","BRA"
"Callithrix_kuhlii","BRA"
"Callithrix_penicillata","BRA"
"Carlito_syrichta","PHL"
"Cebuella_niveiventris","BOL, BRA, COL, PER"
"Cebuella_pygmaea","BRA, COL, ECU, PER"
"Cebus_aequatorialis","COL, ECU, PER"
"Cebus_albifrons","BRA, COL, VEN"
"Cebus_brunneus","COL, VEN"
"Cebus_capucinus","COL, ECU, PAN"
"Cebus_castaneus","BRA, GUF, GUY, SUR"
"Cebus_cesarae","COL, VEN"
"Cebus_cuscinus","BOL, BRA, PER"
"Cebus_imitator","CRI, GTM, HND, NIC, PAN"
"Cebus_kaapori","BRA"
"Cebus_leucocephalus","COL, VEN"
"Cebus_malitiosus","COL"
"Cebus_olivaceus","BRA, COL, GUY, SUR, VEN"
"Cebus_unicolor","BOL, BRA, COL, PER"
"Cebus_versicolor","COL, VEN"
"Cebus_yuracus","BRA, COL, ECU, PER"
"Cephalopachus_bancanus","BRN, IDN, MYS"
"Cercocebus_agilis","CAF, CMR, COD, COG, GAB, GNQ, SSD"
"Cercocebus_atys","CIV, GIN, GNB, LBR, SEN, SLE"
"Cercocebus_chrysogaster","COD"
"Cercocebus_galeritus","KEN"
"Cercocebus_lunulatus","BFA, CIV, GHA"
"Cercocebus_sanjei","TZA"
"Cercocebus_torquatus","CMR, COG, GAB, GNQ, NGA"
"Cercopithecus_ascanius","AGO, BDI, CAF, COD, COG, KEN, RWA, SSD, TZA, UGA, ZMB"
"Cercopithecus_campbelli","CIV, GIN, GMB, GNB, LBR, SEN, SLE"
"Cercopithecus_cephus","AGO, CAF, CMR, COD, COG, GAB, GNQ"
"Cercopithecus_denti","COD, RWA, UGA"
"Cercopithecus_diana","CIV, GIN, LBR, SLE"
"Cercopithecus_dryas","COD"
"Cercopithecus_erythrogaster","BEN, NGA, TGO"
"Cercopithecus_erythrotis","CMR, GNQ, NGA"
"Cercopithecus_hamlyni","COD, RWA"
"Cercopithecus_lomamiensis","COD"
"Cercopithecus_lowei","CIV, GHA, GIN"
"Cercopithecus_mitis","AGO, BDI, COD, ETH, KEN, MOZ, MWI, RWA, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Cercopithecus_mona","BEN, CMR, GHA, NGA, TGO"
"Cercopithecus_neglectus","AGO, CAF, CMR, COD, COG, ETH, GAB, GNQ, KEN, SSD, TZA, UGA"
"Cercopithecus_nictitans","CAF, CIV, CMR, COD, COG, GAB, GIN, GNQ, LBR, NGA"
"Cercopithecus_petaurista","CIV, GHA, GIN, GNB, LBR, SLE, TGO"
"Cercopithecus_pogonias","AGO, CAF, CMR, COD, COG, GAB, GNQ, NGA"
"Cercopithecus_roloway","CIV, GHA"
"Cercopithecus_sclateri","NGA"
"Cercopithecus_wolfi","AGO, COD, COG"
"Cheirogaleus_andysabini","MDG"
"Cheirogaleus_crossleyi","MDG"
"Cheirogaleus_grovesi","MDG"
"Cheirogaleus_lavasoensis","MDG"
"Cheirogaleus_major","MDG"
"Cheirogaleus_medius","MDG"
"Cheirogaleus_shethi","MDG"
"Cheirogaleus_sibreei","MDG"
"Cheirogaleus_thomasi","MDG"
"Cheracebus_lucifer","BRA, COL, ECU, PER"
"Cheracebus_lugens","BRA, COL, GUY, VEN"
"Cheracebus_medemi","COL, ECU, PER"
"Cheracebus_purinus","BRA"
"Cheracebus_regulus","BRA, PER"
"Cheracebus_torquatus","BRA, COL"
"Chiropotes_albinasus","BOL, BRA"
"Chiropotes_chiropotes","BRA, COL, GUY, VEN"
"Chiropotes_sagulatus","BRA, GUF, GUY, SUR"
"Chiropotes_satanas","BRA"
"Chiropotes_utahickae","BRA"
"Chlorocebus_aethiops","DJI, ERI, ETH, SDN, SOM, SSD"
"Chlorocebus_cynosuros","AGO, BWA, COD, COG, GAB, NAM, ZMB, ZWE"
"Chlorocebus_djamdjamensis","ETH"
"Chlorocebus_pygerythrus","BDI, BWA, COD, ETH, KEN, LSO, MOZ, MWI, NAM, RWA, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Chlorocebus_sabaeus","BFA, CIV, GHA, GIN, GMB, GNB, LBR, MLI, MRT, SEN, SLE"
"Chlorocebus_tantalus","BEN, BFA, CAF, CMR, COD, GHA, MLI, NER, NGA, RWA, SDN, SSD, TCD, TGO, TZA, UGA"
"Colobus_angolensis","AGO, BDI, COD, COG, KEN, MWI, RWA, TZA, UGA, ZMB"
"Colobus_guereza","CAF, CMR, COD, COG, ETH, GAB, KEN, NGA, RWA, SSD, TCD, TZA, UGA"
"Colobus_polykomos","CIV, GIN, GNB, LBR, SEN, SLE"
"Colobus_satanas","CMR, COG, GAB, GNQ"
"Colobus_vellerosus","BEN, BFA, CIV, GHA, NGA, TGO"
"Daubentonia_madagascariensis","MDG"
"Erythrocebus_baumstarki","TZA"
"Erythrocebus_patas","BEN, BFA, CAF, CIV, CMR, COD, ETH, GHA, GIN, KEN, LBR, MLI, MRT, NER, NGA, SDN, SEN, SLE, SSD, TCD, TGO, UGA"
"Eulemur_albifrons","MDG"
"Eulemur_cinereiceps","MDG"
"Eulemur_collaris","MDG"
"Eulemur_coronatus","MDG"
"Eulemur_flavifrons","MDG"
"Eulemur_fulvus","MDG"
"Eulemur_macaco","MDG"
"Eulemur_mongoz","MDG"
"Eulemur_rubriventer","MDG"
"Eulemur_rufifrons","MDG"
"Eulemur_rufus","MDG"
"Eulemur_sanfordi","MDG"
"Euoticus_elegantulus","AGO, CAF, CMR, COD, COG, GAB, GNQ"
"Euoticus_pallidus","CMR, GNQ, NGA"
"Galago_gallarum","ETH, KEN, SOM"
"Galago_matschiei","BDI, COD, RWA, UGA"
"Galago_moholi","AGO, BWA, COD, MOZ, MWI, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Galago_senegalensis","BDI, BEN, BFA, CAF, CIV, CMR, COD, ERI, ETH, GHA, GIN, GMB, GNB, KEN, LBR, MLI, MRT, MWI, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, TCD, TGO, TZA, UGA, ZMB"
"Galagoides_demidoff","AGO, BDI, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, LBR, NGA, RWA, SLE, TZA, UGA, ZMB"
"Galagoides_kumbirensis","AGO"
"Galagoides_thomasi","AGO, BDI, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, LBR, MLI, NGA, RWA, SEN, SLE, TGO, TZA, UGA, ZMB"
"Gorilla_beringei","COD, RWA, UGA"
"Gorilla_gorilla","AGO, CAF, CMR, COD, COG, GAB, GNQ, NGA"
"Hapalemur_alaotrensis","MDG"
"Hapalemur_aureus","MDG"
"Hapalemur_griseus","MDG"
"Hapalemur_meridionalis","MDG"
"Hapalemur_occidentalis","MDG"
"Hoolock_hoolock","BGD, IND, MMR, Z07"
"Hoolock_leuconedys","IND, MMR"
"Hoolock_tianxing","CHN, MMR"
"Hylobates_abbotti","IDN, MYS"
"Hylobates_agilis","IDN, MYS, THA"
"Hylobates_albibarbis","IDN"
"Hylobates_funereus","BRN, IDN, MYS"
"Hylobates_klossii","IDN"
"Hylobates_lar","CHN, IDN, LAO, MMR, MYS, SGP, THA"
"Hylobates_moloch","IDN"
"Hylobates_muelleri","IDN"
"Hylobates_pileatus","KHM, LAO, THA"
"Indri_indri","MDG"
"Lagothrix_flavicauda","PER"
"Lagothrix_lagothricha","BOL, BRA, COL, ECU, PER, VEN"
"Lemur_catta","MDG"
"Leontocebus_cruzlimai","BRA"
"Leontocebus_fuscicollis","BRA, PER"
"Leontocebus_fuscus","BRA, COL, PER"
"Leontocebus_illigeri","PER"
"Leontocebus_lagonotus","ECU, PER"
"Leontocebus_leucogenys","PER"
"Leontocebus_nigricollis","BRA, COL, ECU, PER"
"Leontocebus_nigrifrons","BRA, COL, PER"
"Leontocebus_tripartitus","ECU, PER"
"Leontocebus_weddelli","BOL, BRA, PER"
"Leontopithecus_caissara","BRA"
"Leontopithecus_chrysomelas","BRA"
"Leontopithecus_chrysopygus","BRA"
"Leontopithecus_rosalia","BRA"
"Lepilemur_aeeclis","MDG"
"Lepilemur_ahmansonori","MDG"
"Lepilemur_ankaranensis","MDG"
"Lepilemur_betsileo","MDG"
"Lepilemur_dorsalis","MDG"
"Lepilemur_edwardsi","MDG"
"Lepilemur_fleuretae","MDG"
"Lepilemur_grewcockorum","MDG"
"Lepilemur_hollandorum","MDG"
"Lepilemur_hubbardorum","MDG"
"Lepilemur_jamesorum","MDG"
"Lepilemur_leucopus","MDG"
"Lepilemur_microdon","MDG"
"Lepilemur_milanoii","MDG"
"Lepilemur_mittermeieri","MDG"
"Lepilemur_mustelinus","MDG"
"Lepilemur_otto","MDG"
"Lepilemur_petteri","MDG"
"Lepilemur_randrianasoloi","MDG"
"Lepilemur_ruficaudatus","MDG"
"Lepilemur_sahamalaza","MDG"
"Lepilemur_scottorum","MDG"
"Lepilemur_seali","MDG"
"Lepilemur_septentrionalis","MDG"
"Lepilemur_tymerlachsoni","MDG"
"Lepilemur_wrightae","MDG"
"Lophocebus_albigena","BDI, CAF, CMR, COD, COG, GAB, GNQ, NGA, RWA, TZA, UGA"
"Lophocebus_aterrimus","AGO, COD, COG"
"Loris_lydekkerianus","IND, LKA"
"Loris_tardigradus","LKA"
"Macaca_arctoides","BGD, CHN, IND, KHM, LAO, MMR, MYS, THA, VNM"
"Macaca_assamensis","BGD, BTN, CHN, IND, KHM, LAO, MMR, NPL, THA, VNM, Z07"
"Macaca_cyclopis","TWN"
"Macaca_fascicularis","BGD, BRN, IDN, IND, KHM, LAO, MMR, MYS, PHL, SGP, THA, TLS, VNM"
"Macaca_fuscata","JPN"
"Macaca_hecki","IDN"
"Macaca_leonina","BGD, CHN, IND, KHM, LAO, MMR, THA, VNM, Z07"
"Macaca_maura","IDN"
"Macaca_mulatta","AFG, BGD, BTN, CHN, IND, LAO, MMR, NPL, PAK, THA, VNM, Z01, Z06, Z07"
"Macaca_munzala","BTN, CHN, Z07"
"Macaca_nemestrina","BRN, IDN, MMR, MYS, SGP, THA"
"Macaca_nigra","IDN"
"Macaca_nigrescens","IDN"
"Macaca_ochreata","IDN"
"Macaca_pagensis","IDN"
"Macaca_radiata","IND"
"Macaca_siberu","IDN"
"Macaca_silenus","IND"
"Macaca_sinica","LKA"
"Macaca_sylvanus","DZA, ESP, GIB, MAR"
"Macaca_thibetana","CHN"
"Macaca_tonkeana","IDN"
"Mandrillus_leucophaeus","CMR, GNQ, NGA"
"Mandrillus_sphinx","CMR, COG, GAB, GNQ"
"Mico_acariensis","BRA"
"Mico_argentatus","BRA"
"Mico_chrysoleucos","BRA"
"Mico_emiliae","BRA"
"Mico_humeralifer","BRA"
"Mico_intermedius","BRA"
"Mico_leucippe","BRA"
"Mico_marcai","BRA"
"Mico_mauesi","BRA"
"Mico_melanurus","BOL, BRA, PRY"
"Mico_munduruku","BRA"
"Mico_nigriceps","BRA"
"Mico_rondoni","BOL, BRA"
"Mico_saterei","BRA"
"Microcebus_arnholdi","MDG"
"Microcebus_berthae","MDG"
"Microcebus_bongolavensis","MDG"
"Microcebus_boraha","MDG"
"Microcebus_danfossi","MDG"
"Microcebus_ganzhorni","MDG"
"Microcebus_gerpi","MDG"
"Microcebus_griseorufus","MDG"
"Microcebus_jollyae","MDG"
"Microcebus_lehilahytsara","MDG"
"Microcebus_macarthurii","MDG"
"Microcebus_mamiratra","MDG"
"Microcebus_manitatra","MDG"
"Microcebus_margotmarshae","MDG"
"Microcebus_marohita","MDG"
"Microcebus_mittermeieri","MDG"
"Microcebus_murinus","MDG"
"Microcebus_myoxinus","MDG"
"Microcebus_ravelobensis","MDG"
"Microcebus_rufus","MDG"
"Microcebus_sambiranensis","MDG"
"Microcebus_simmonsi","MDG"
"Microcebus_tanosi","MDG"
"Microcebus_tavaratra","MDG"
"Miopithecus_ogouensis","AGO, CMR, COD, COG, GAB, GNQ"
"Miopithecus_talapoin","AGO, COD, COG"
"Mirza_coquereli","MDG"
"Mirza_zaza","MDG"
"Nasalis_larvatus","BRN, IDN, MYS"
"Nomascus_annamensis","KHM, LAO, VNM"
"Nomascus_concolor","CHN, LAO, MMR, THA, VNM"
"Nomascus_gabriellae","KHM, VNM"
"Nomascus_hainanus","CHN"
"Nomascus_leucogenys","CHN, LAO, THA, VNM"
"Nomascus_nasutus","CHN, VNM"
"Nomascus_siki","LAO, VNM"
